RoadScene,MI,SD,VIF,SSIM,Qabf,PSNR
mean,5.115784369336613,43.79732435863821,0.810390376328763,0.7019500160217285,0.5619912348499803,60.94871146965669
std,0.5033517803079116,7.620890041361131,0.1040697328903823,0.06729396966171272,0.05032299790209999,3.020070781601293
FLIR_00211.jpg,5.691942125830696,43.02233906921118,0.7582837122933803,0.6702395677566528,0.5643729816588944,58.15529211236284
FLIR_00977.jpg,6.55638965831,44.8029564984714,0.967943602997956,0.7187319993972778,0.607968462719345,59.10041800247015
FLIR_01130.jpg,4.15789363186442,24.84449062372785,0.6393116041625613,0.7082523107528687,0.4971384676292465,61.81163641592076
FLIR_04269.jpg,5.482091620172442,39.31644287334332,0.8851294468178621,0.6667380332946777,0.5637065957248223,60.18181920169287
FLIR_04424.jpg,4.520881284203108,37.67649518009834,0.5486703493286211,0.6111478209495544,0.4328682053897574,58.14422592451596
FLIR_04512.jpg,4.761363027398462,43.91485293900016,0.7211527472535524,0.6263487339019775,0.5335833823400725,58.33671005046795
FLIR_04593.jpg,5.094310915935603,46.95074826211785,0.6592197792886244,0.6495169401168823,0.5160681864711457,58.11984481131607
FLIR_04688.jpg,5.314520234201636,39.32105805244556,0.8048619252680165,0.6461542844772339,0.5883890752453369,57.84857327610931
FLIR_04722.jpg,5.118140166236856,48.6463286821323,0.7580911353268462,0.7108213901519775,0.5000812235319364,59.3799675420686
FLIR_04943.jpg,4.989399733075651,45.69759042393982,0.7150110300257688,0.6317234635353088,0.5217909493859533,58.68884749207815
FLIR_05005.jpg,4.756739733663775,42.8408641949531,0.6412591817411327,0.597968578338623,0.4692393007997273,58.17455738631335
FLIR_05893.jpg,5.596674277584508,53.57780952322307,0.9196942507081542,0.8063335418701172,0.5985104242626405,64.52702155843916
FLIR_06282.jpg,4.546874297100572,34.79267603621196,0.8170966663234673,0.7916620969772339,0.5665865852231876,66.72055824379424
FLIR_06392.jpg,5.548439204344701,45.40513173595338,0.806006164793243,0.6244177222251892,0.5571870217187701,58.21801415698948
FLIR_06430.jpg,5.641686193399835,47.6062608133788,0.8525827350702322,0.6399469375610352,0.5543639076914825,57.96679813077412
FLIR_06570.jpg,5.766199868726922,46.63203791809712,0.8816822611659094,0.6583070755004883,0.5664309235520831,58.67543036616588
FLIR_06993.jpg,5.23269394616301,57.60428797700725,0.9308421302207448,0.6969406008720398,0.6418785274000977,59.05338827557362
FLIR_07206.jpg,5.052476948774054,57.57417845704294,0.9105487757747487,0.6552848815917969,0.6119552813039874,58.86055899920714
FLIR_07209.jpg,5.286215433583987,58.65935138274172,0.7991627918273202,0.728458046913147,0.5892703361994784,62.78000068808997
FLIR_07732.jpg,4.680567386214978,37.74619589051423,0.8821950385814084,0.8177749514579773,0.5777548767047954,65.65106612943333
FLIR_07786.jpg,4.573774404206414,34.71863437383378,0.9163561808629747,0.791053056716919,0.6442668786682529,62.88119037407675
FLIR_07970.jpg,4.81488973439105,37.06992374898321,0.9155550945999291,0.7867095470428467,0.6365542245548311,63.84567790656072
FLIR_08058.jpg,4.504358878317582,39.08229652017462,0.8650618912842183,0.7734020948410034,0.5641362753638687,65.10714266215638
FLIR_08202.jpg,4.98536362855504,39.02982625508574,0.8795072340641737,0.8084917664527893,0.5981483390329573,66.26996062001103
FLIR_09465.jpg,5.220722901160018,48.40033153426646,0.7845336784382287,0.7323249578475952,0.5475304386768372,65.21908641482936
